"Sort_Date","Plot_Treatment","Plot_Replicate","Footprint","Plot_ID","Footprint_Full","Start_Date","Days_Since_Irrigation","Genus","Epithet","Species","Reproductive_Yes1_No0","Number","Voucher","Sorter"
"11/16/2022","T7","R6","C","T7_R6_C","Control (irrigated)","6/21/2022",NA,"Lasius","neoniger","Lasius neoniger","0","1","NHKBS5629","JDS"
"11/16/2022","T7","R6","C","T7_R6_C","Control (irrigated)","6/21/2022",NA,"Myrmica","americana","Myrmica americana","0","8","NHKBS5627","JDS"
"11/16/2022","T7","R6","C","T7_R6_C","Control (irrigated)","6/21/2022",NA,"Nylanderia","parvula","Nylanderia parvula","0","1","NHKBS5628","JDS"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","90","NHKBS5592","SRF"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS5589","SRF"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Formica","subsericea","Formica subsericea","0","3","NHKBS5588","SRF"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Lasius","neoniger","Lasius neoniger","0","4","NHKBS5587","SRF"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Myrmica","americana","Myrmica americana","0","2","NHKBS5590","SRF"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS5591","SRF"
"11/16/2022","T7","R6","D1","T7_R6_D1","Y1 Drought (soy)","6/21/2022",NA,"Unknown","sp","Unknown sp","0","2",NA,"SRF"
"11/16/2022","T7","R6","D2","T7_R6_D2","Y2 Drought (wheat)","6/21/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS5632","JDS"
"11/16/2022","T7","R6","D2","T7_R6_D2","Y2 Drought (wheat)","6/21/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS5630","JDS"
"11/16/2022","T7","R6","D2","T7_R6_D2","Y2 Drought (wheat)","6/21/2022",NA,"Lasius","neoniger","Lasius neoniger","0","3","NHKBS5631","JDS"
"11/16/2022","T7","R6","D2","T7_R6_D2","Y2 Drought (wheat)","6/21/2022",NA,"Myrmica","americana","Myrmica americana","0","3","NHKBS5633","JDS"
"11/14/2022","T7","R6","V","T7_R6_V","Variable Rainfall","6/21/2022",NA,"Lasius","neoniger","Lasius neoniger","0","3","NHKBS5503","SRF"
"11/14/2022","T7","R6","V","T7_R6_V","Variable Rainfall","6/21/2022",NA,"Solenopsis","molesta","Solenopsis molesta","0","7","NHKBS5502","SRF"
"11/14/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/22/2022",NA,"Formica","incerta","Formica incerta","0","1","NHKBS5558","JDS"
"11/14/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","13","NHKBS5557","JDS"
"11/14/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/22/2022",NA,"Solenopsis","molesta","Solenopsis molesta","0","5","NHKBS5555","JDS"
"11/14/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/22/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS5556","JDS"
"10/14/2022","T1","R1","D1","T1_R1_D1","Y1 Drought (soy)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","2","NHKBS5160","JDS"
"10/14/2022","T1","R1","D1","T1_R1_D1","Y1 Drought (soy)","6/22/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS5159","JDS"
"11/16/2022","T1","R1","D2","T1_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","13","NHKBS5626","JDS"
"11/1/2022","T1","R1","V","T1_R1_V","Variable Rainfall","6/22/2022","1","Tetramorium","immigrans","Tetramorium immigrans","0","8","NHKBS5306","JDS"
"11/15/2022","T1","R2","C","T1_R2_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","6","NHKBS5566","JDS"
"11/15/2022","T1","R2","D1","T1_R2_D1","Y1 Drought (soy)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","5","NHKBS5567","JDS"
"10/12/2022","T1","R2","D2","T1_R2_D2","Y2 Drought (wheat)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","1","NHKBS5131","JDS"
"11/14/2022","T1","R2","V","T1_R2_V","Variable Rainfall","6/22/2022","1","Lasius","neoniger","Lasius neoniger","0","1","NHKBS5538","SRF"
"11/14/2022","T1","R2","V","T1_R2_V","Variable Rainfall","6/22/2022","1","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS5537","SRF"
"11/2/2022","T2","R1","C","T2_R1_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","7","NHKBS5327","JDS"
"11/2/2022","T2","R1","C","T2_R1_C","Control (irrigated)","6/22/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS5326","JDS"
"11/15/2022","T2","R1","D1","T2_R1_D1","Y1 Drought (soy)","6/22/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS5545","SRF"
"11/14/2022","T2","R1","D2","T2_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Formica","subsericea","Formica subsericea","0","1","NHKBS5508","SRF"
"11/14/2022","T2","R1","D2","T2_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","3","NHKBS5507","SRF"
"11/14/2022","T2","R1","D2","T2_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS5509","SRF"
"11/15/2022","T2","R1","V","T2_R1_V","Variable Rainfall","6/22/2022","1","No ants","NULL","No ants NULL","NULL","NULL","NULL","SRF"
"11/2/2022","T2","R3","C","T2_R3_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","1","NHKBS5353","JDS"
"11/15/2022","T2","R3","D1","T2_R3_D1","Y1 Drought (soy)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","5","NHKBS5546","SRF"
"11/14/2022","T2","R3","D2","T2_R3_D2","Y2 Drought (wheat)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","1","NHKBS5499","SRF"
"11/15/2022","T2","R3","V","T2_R3_V","Variable Rainfall","6/22/2022","1","Lasius","neoniger","Lasius neoniger","0","4","NHKBS5550","SRF"
"11/15/2022","T2","R3","V","T2_R3_V","Variable Rainfall","6/22/2022","1","Myrmica","americana","Myrmica americana","0","2","NHKBS5568","SRF"
"11/4/2022","T7","R1","C","T7_R1_C","Control (irrigated)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","7","NHKBS5354","JDS"
"11/4/2022","T7","R1","C","T7_R1_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","3","NHKBS5355","JDS"
"11/4/2022","T7","R1","C","T7_R1_C","Control (irrigated)","6/22/2022",NA,"Unknown","sp","Unknown sp","0","1",NA,"JDS"
"11/15/2022","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS5549","SRF"
"11/15/2022","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","6/22/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","2","NHKBS5548","SRF"
"11/15/2022","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","8","NHKBS5547","SRF"
"11/2/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS5328","JDS"
"11/2/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","3","NHKBS5331","JDS"
"11/2/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","3","NHKBS5330","JDS"
"11/2/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/22/2022",NA,"Myrmica","detritinodis","Myrmica detritinodis","0","30","NHKBS5329","JDS"
"11/15/2022","T7","R1","V","T7_R1_V","Variable Rainfall","6/22/2022","1","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS5570","SRF"
"11/15/2022","T7","R1","V","T7_R1_V","Variable Rainfall","6/22/2022","1","Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS5569","SRF"
"11/15/2022","T7","R1","V","T7_R1_V","Variable Rainfall","6/22/2022","1","Myrmica","americana","Myrmica americana","0","1","NHKBS5571","SRF"
"11/15/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS5574","SRF"
"11/15/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/22/2022",NA,"Formica","subsericea","Formica subsericea","0","1","NHKBS5573","SRF"
"11/15/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","19","NHKBS5572","SRF"
"11/14/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","3","NHKBS5535","SRF"
"11/14/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","6/22/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","5","NHKBS5534","SRF"
"11/14/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","6/22/2022",NA,"Formica","subsericea","Formica subsericea","0","7","NHKBS5536","SRF"
"11/14/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","77","NHKBS5533","SRF"
"10/25/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS5171","JDS"
"10/25/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/22/2022",NA,"Formica","glacialis","Formica glacialis","0","1","NHKBS5170","JDS"
"10/25/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","9","NHKBS5172","JDS"
"11/14/2022","T7","R2","V","T7_R2_V","Variable Rainfall","6/22/2022","1","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS5531","SRF"
"11/14/2022","T7","R2","V","T7_R2_V","Variable Rainfall","6/22/2022","1","Lasius","neoniger","Lasius neoniger","0","1","NHKBS5510","SRF"
"11/14/2022","T7","R2","V","T7_R2_V","Variable Rainfall","6/22/2022","1","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS5532","SRF"
"11/15/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","13","NHKBS5542","SRF"
"11/15/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/22/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","3","NHKBS5540","SRF"
"11/15/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/22/2022",NA,"Formica","glacialis","Formica glacialis","0","1","NHKBS5541","SRF"
"11/15/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","4","NHKBS5543","SRF"
"11/15/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/22/2022",NA,"Myrmica","americana","Myrmica americana","0","27","NHKBS5544","SRF"
"11/15/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/22/2022",NA,"Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS5539","SRF"
"10/25/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","56","NHKBS5166","JDS"
"10/25/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","1","1","NHKBS5167","JDS"
"10/25/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/22/2022",NA,"Formica","pallidefulva","Formica pallidefulva","0","1","NHKBS5169","JDS"
"10/25/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","4","NHKBS5165","JDS"
"10/25/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/22/2022",NA,"Myrmica","americana","Myrmica americana","0","3","NHKBS5168","JDS"
"10/12/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/22/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS5134","JDS"
"10/12/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/22/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","2","NHKBS5132","JDS"
"10/12/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/22/2022",NA,"Formica","subsericea","Formica subsericea","0","2","NHKBS5136","JDS"
"10/12/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/22/2022",NA,"Lasius","neoniger","Lasius neoniger","0","5","NHKBS5133","JDS"
"10/12/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/22/2022",NA,"Myrmica","americana","Myrmica americana","0","8","NHKBS5135","JDS"
"10/26/2022","T7","R3","V","T7_R3_V","Variable Rainfall","6/22/2022","1","Lasius","neoniger","Lasius neoniger","0","1","NHKBS5227","JDS"
"10/26/2022","T7","R3","V","T7_R3_V","Variable Rainfall","6/22/2022","1","Myrmica","detritinodis","Myrmica detritinodis","0","1","NHKBS5228","JDS"
"10/26/2022","T7","R3","V","T7_R3_V","Variable Rainfall","6/22/2022","1","Ponera","pennsylvanica","Ponera pennsylvanica","0","1","NHKBS5226","JDS"
"7/6/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/27/2022","3","Formica","incerta","Formica incerta","0","1","NHKBS4734","JDS"
"7/6/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/27/2022","3","Lasius","neoniger","Lasius neoniger","0","6","NHKBS4736","JDS"
"7/6/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/27/2022","3","Solenopsis","molesta","Solenopsis molesta","0","3","NHKBS4735","ACM"
"7/6/2022","T1","R1","C","T1_R1_C","Control (irrigated)","6/27/2022","3","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS4733","ACM"
"7/6/2022","T1","R1","D1","T1_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Lasius","neoniger","Lasius neoniger","0","3","NHKBS4727","JDS"
"7/6/2022","T1","R1","D1","T1_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS4726","JDS"
"7/6/2022","T1","R1","D2","T1_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","4","NHKBS4731","JDS"
"7/6/2022","T1","R1","D2","T1_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Tetramorium","immigrans","Tetramorium immigrans","0","5","NHKBS4732","JDS"
"7/6/2022","T1","R1","V","T1_R1_V","Variable Rainfall","6/27/2022","6","Tetramorium","immigrans","Tetramorium immigrans","0","3","NHKBS4717","SRF"
"7/6/2022","T1","R2","C","T1_R2_C","Control (irrigated)","6/27/2022","3","No ants","NULL","No ants NULL","NULL","NULL","NULL","SRF"
"7/5/2022","T1","R2","D1","T1_R2_D1","Y1 Drought (soy)","6/27/2022",NA,"Lasius","neoniger","Lasius neoniger","0","4","NHKBS4693","JDS"
"7/6/2022","T1","R2","D2","T1_R2_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4728","JDS"
"7/6/2022","T1","R2","V","T1_R2_V","Variable Rainfall","6/27/2022","6","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4703","JDS"
"7/6/2022","T1","R2","V","T1_R2_V","Variable Rainfall","6/27/2022","6","Tetramorium","immigrans","Tetramorium immigrans","0","3","NHKBS4702","ACM"
"7/5/2022","T2","R1","C","T2_R1_C","Control (irrigated)","6/27/2022","3","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4691","JDS"
"7/5/2022","T2","R1","C","T2_R1_C","Control (irrigated)","6/27/2022","3","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS4690","JDS"
"7/5/2022","T2","R1","C","T2_R1_C","Control (irrigated)","6/27/2022","3","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS4692","JDS"
"7/6/2022","T2","R1","D1","T2_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Solenopsis","molesta","Solenopsis molesta","0","2","NHKBS4729","JDS"
"7/6/2022","T2","R1","D1","T2_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","1","NHKBS4730","JDS"
"7/6/2022","T2","R1","D2","T2_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","interjectus","Lasius interjectus","1","1","NHKBS4705","JDS"
"7/6/2022","T2","R1","D2","T2_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","2","NHKBS4704","JDS"
"10/12/2022","T2","R1","V","T2_R1_V","Variable Rainfall","6/27/2022","6","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS5137","JDS"
NA,"T2","R3","C","T2_R3_C","Control (irrigated)","6/27/2022","3","No ants","NULL","No ants NULL","NULL","NULL","NULL",NA
"10/14/2022","T2","R3","D1","T2_R3_D1","Y1 Drought (soy)","6/27/2022",NA,"Lasius","neoniger","Lasius neoniger","0","6","NHKBS5156","JDS"
"7/6/2022","T2","R3","D2","T2_R3_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","interjectus","Lasius interjectus","1","1","NHKBS4707","JDS"
"7/6/2022","T2","R3","D2","T2_R3_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4706","JDS"
"7/6/2022","T2","R3","V","T2_R3_V","Variable Rainfall","6/27/2022","6","Lasius","neoniger","Lasius neoniger","0","6","NHKBS4670","SRF"
"7/6/2022","T2","R3","V","T2_R3_V","Variable Rainfall","6/27/2022","6","Lasius","neoniger","Lasius neoniger","0","6","NHKBS4671","SRF"
"7/6/2022","T2","R3","V","T2_R3_V","Variable Rainfall","6/27/2022","6","Myrmica","americana","Myrmica americana","0","1","NHKBS4672","SRF"
"7/6/2022","T7","R1","C","T7_R1_C","Control (irrigated)","6/27/2022","3","Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS4674","SRF"
"7/6/2022","T7","R1","C","T7_R1_C","Control (irrigated)","6/27/2022","3","Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS4675","SRF"
"7/6/2022","T7","R1","C","T7_R1_C","Control (irrigated)","6/27/2022","3","Lasius","neoniger","Lasius neoniger","0","1","NHKBS4673","SRF"
"7/5/2022","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","1","NHKBS4694","JDS"
"7/5/2022","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","2","NHKBS4696","JDS"
"7/5/2022","T7","R1","D1","T7_R1_D1","Y1 Drought (soy)","6/27/2022",NA,"Lasius","americanus","Lasius americanus","0","12","NHKBS4695","JDS"
"10/14/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Aphaenogaster","carolinesis","Aphaenogaster carolinesis","0","1","NHKBS5163","JDS"
"10/14/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Brachymyrmex","depilis","Brachymyrmex depilis","0","2","NHKBS5161","JDS"
"10/14/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","2","NHKBS5162","JDS"
"10/14/2022","T7","R1","D2","T7_R1_D2","Y2 Drought (wheat)","6/27/2022","4","Myrmica","detritinodis","Myrmica detritinodis","0","10","NHKBS5164","JDS"
"10/14/2022","T7","R1","V","T7_R1_V","Variable Rainfall","6/27/2022","6","Lasius","neoniger","Lasius neoniger","0","3","NHKBS5157","JDS"
"10/14/2022","T7","R1","V","T7_R1_V","Variable Rainfall","6/27/2022","6","Myrmica","detritinodis","Myrmica detritinodis","0","5","NHKBS5158","JDS"
"10/14/2022","T7","R1","V","T7_R1_V","Variable Rainfall","6/27/2022","6","Unknown","sp","Unknown sp","0","1",NA,"JDS"
"7/6/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/27/2022","3","Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS4712","SRF"
"7/6/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/27/2022","3","Formica","glacialis","Formica glacialis","0","1","NHKBS4713","SRF"
"7/6/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/27/2022","3","Lasius","americanus","Lasius americanus","0","1","NHKBS4711","SRF"
"7/6/2022","T7","R2","C","T7_R2_C","Control (irrigated)","6/27/2022","3","Lasius","neoniger","Lasius neoniger","0","17","NHKBS4710","SRF"
"7/6/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","6/27/2022",NA,"Lasius","neoniger","Lasius neoniger","0","1","NHKBS4708","JDS"
"7/6/2022","T7","R2","D1","T7_R2_D1","Y1 Drought (soy)","6/27/2022",NA,"Stenamma","brevicone","Stenamma brevicone","0","1","NHKBS4709","JDS"
"11/14/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/27/2022","4","Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS5492","SRF"
"11/14/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","interjectus","Lasius interjectus","1","1","NHKBS5493","SRF"
"11/14/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","2","NHKBS5489","SRF"
"11/14/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/27/2022","4","Prenolepis","imparis","Prenolepis imparis","0","1","NHKBS5491","SRF"
"11/14/2022","T7","R2","D2","T7_R2_D2","Y2 Drought (wheat)","6/27/2022","4","Tetramorium","immigrans","Tetramorium immigrans","0","4","NHKBS5490","SRF"
"7/5/2022","T7","R2","V","T7_R2_V","Variable Rainfall","6/27/2022","6","Tetramorium","immigrans","Tetramorium immigrans","0","4","NHKBS4697","JDS"
"6/30/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/27/2022","3","Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS4686","JDS"
"6/30/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/27/2022","3","Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS4688","JDS"
"6/30/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/27/2022","3","Formica","glacialis","Formica glacialis","0","1","NHKBS4687","JDS"
"6/30/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/27/2022","3","Lasius","neoniger","Lasius neoniger","0","11","NHKBS4684","JDS"
"6/30/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/27/2022","3","Myrmica","americana","Myrmica americana","0","13","NHKBS4685","JDS"
"6/30/2022","T7","R3","C","T7_R3_C","Control (irrigated)","6/27/2022","3","Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS4689","JDS"
"7/5/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/27/2022",NA,"Aphaenogaster","rudis","Aphaenogaster rudis","0","2","NHKBS4698","JDS"
"7/5/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/27/2022",NA,"Brachymyrmex","depilis","Brachymyrmex depilis","0","1","NHKBS4701","JDS"
"7/5/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/27/2022",NA,"Lasius","neoniger","Lasius neoniger","0","4","NHKBS4700","JDS"
"7/5/2022","T7","R3","D1","T7_R3_D1","Y1 Drought (soy)","6/27/2022",NA,"Myrmica","americana","Myrmica americana","0","1","NHKBS4699","JDS"
"7/6/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/27/2022","4","Formica","glacialis","Formica glacialis","0","1","NHKBS4716","SRF"
"7/6/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/27/2022","4","Lasius","neoniger","Lasius neoniger","0","5","NHKBS4715","SRF"
"7/6/2022","T7","R3","D2","T7_R3_D2","Y2 Drought (wheat)","6/27/2022","4","Myrmica","americana","Myrmica americana","0","7","NHKBS4714","SRF"
"11/11/2022","T7","R3","V","T7_R3_V","Variable Rainfall","6/27/2022","6","Aphaenogaster","rudis","Aphaenogaster rudis","0","5","NHKBS5464","SRF"
"11/11/2022","T7","R3","V","T7_R3_V","Variable Rainfall","6/27/2022","6","Myrmica","americana","Myrmica americana","0","5","NHKBS5465","SRF"
"11/7/2022","T1","R3","C","T1_R3_C","Control (irrigated)","7/5/2022","4","No ants","NULL","No ants NULL","NULL","NULL","NULL","JDS"
"11/1/2022","T1","R3","D1","T1_R3_D1","Y1 Drought (soy)","7/5/2022",NA,"Tetramorium","immigrans","Tetramorium immigrans","0","3","NHKBS5305","JDS"
"7/12/2022","T1","R3","D2","T1_R3_D2","Y2 Drought (wheat)","7/5/2022","11","Lasius","neoniger","Lasius neoniger","0","3","NHKBS4753","CEP"
"7/12/2022","T1","R3","D2","T1_R3_D2","Y2 Drought (wheat)","7/5/2022","11","Tetramorium","immigrans","Tetramorium immigrans","0","3","NHKBS4752","CEP"
"11/7/2022","T1","R3","V","T1_R3_V","Variable Rainfall","7/5/2022","12","Lasius","neoniger","Lasius neoniger","0","2","NHKBS5398","JDS"
"11/7/2022","T1","R3","V","T1_R3_V","Variable Rainfall","7/5/2022","12","Tetramorium","immigrans","Tetramorium immigrans","0","2","NHKBS5397","JDS"
"11/8/2022","T1","R4","C","T1_R4_C","Control (irrigated)","7/5/2022","4","Lasius","neoniger","Lasius neoniger","0","3","NHKBS5408","SRF"
"11/1/2022","T1","R4","D1","T1_R4_D1","Y1 Drought (soy)","7/5/2022",NA,"Lasius","neoniger","Lasius neoniger","0","2","NHKBS5304","JDS"
"11/1/2022","T1","R4","D1","T1_R4_D1","Y1 Drought (soy)","7/5/2022",NA,"Solenopsis","molesta","Solenopsis molesta","0","1","NHKBS5303","JDS"
"7/18/2022","T1","R4","D2","T1_R4_D2","Y2 Drought (wheat)","7/5/2022","11","Lasius","neoniger","Lasius neoniger","0","2","NHKBS4787","IMW"
"9/13/2022","T1","R4","V","T1_R4_V","Variable Rainfall","7/5/2022","12","Lasius","neoniger","Lasius neoniger","0","1","NHKBS5041","JDS"
